Year,Manufacturer,Region,MilesDriven,FuelType,SellerType,TransmissionType,PrevOwnerCount,SeatCount,MPG,Power(bhp),EnginePower(CC),SellingPrice($)
2009,4,2,18641.13,0,0,1,1,5,42.34,62.0,995,145000
2014,8,3,142915.33,1,0,0,1,5,37.0,174.33,1968,1200000
2006,1,1,86991.94,0,0,1,3,5,41.63,78.0,1497,150000
2017,1,1,43495.97,0,0,1,1,7,40.69,117.3,1497,600000
2012,10,3,96312.505,1,0,0,2,4,37.8,181.0,1995,900000
2013,11,1,49709.68,0,0,1,3,5,39.87,97.7,1498,275000
2017,1,1,29204.437,1,0,1,2,5,61.16,98.6,1498,650000
2017,9,3,30484.46126,1,0,1,1,5,51.75,108.495,1498,650000
2018,3,2,23090.767731,1,1,1,1,5,53.39,89.84,1498,800000
2014,9,3,74564.52,1,0,1,2,5,47.37,88.8,1498,391000
2013,4,2,43495.97,1,0,1,2,7,42.81,73.8,1248,380000
2011,2,1,37282.26,1,0,1,1,7,30.11,102.0,2494,800000
2014,2,1,93205.65,1,0,1,1,7,30.58,168.5,2982,1380000
2016,1,1,62137.1,1,0,1,2,7,56.92,98.6,1498,450000
2007,2,1,49709.68,1,0,1,2,7,30.11,102.0,2494,626000
2017,1,1,9320.565,0,0,0,1,7,36.22,117.3,1497,950000
2018,3,2,18641.13,1,0,1,1,5,60.76,99.0,1498,793000
2017,1,1,4069.98005,0,0,0,1,5,42.81,88.7,1199,725000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2014,4,2,37390.999925000004,0,0,1,1,5,42.81,82.5,1199,300000
2017,3,2,31041.831047,1,1,1,1,5,60.76,99.0,1498,700000
2017,3,2,26864.975185,1,1,1,1,5,57.13,99.0,1498,600000
2018,3,2,31502.888329,1,1,1,1,5,53.56,98.59,1498,925000
2017,3,2,62137.1,0,0,1,1,5,42.71,86.8,1196,400000
2011,3,2,55923.39,1,0,1,3,5,47.04,68.0,1399,180000
2014,2,1,55923.39,1,0,1,3,5,55.49,67.06,1364,320000
2016,2,1,74564.52,1,0,1,1,8,32.18,147.8,2393,1689999
2011,9,3,86991.94,0,0,0,2,5,33.87,103.6,1598,250000
2009,2,1,50952.422,0,0,1,2,5,34.18,138.0,1798,340000
2014,2,1,74564.52,1,0,1,1,8,30.55,100.6,2494,1100000
2016,2,1,74564.52,1,0,0,1,7,26.72,171.5,2755,1516000
2015,1,1,31068.55,0,0,1,1,5,41.87,86.7,1198,450000
2018,3,2,37282.26,1,0,1,1,5,54.1,98.96,1498,990000
2011,6,3,43495.97,1,0,0,1,5,33.42,203.0,2143,1600000
2016,2,1,20505.243,1,0,1,1,7,32.18,147.8,2393,1850000
2018,3,2,15534.275,0,0,1,1,5,44.69,94.68,1194,690000
2016,3,2,52816.535,1,0,0,2,7,29.68,158.0,2198,2100000
2012,4,2,43495.97,0,0,1,3,5,43.75,79.4,1199,120000
2012,2,1,155342.75,1,0,1,1,7,30.55,100.0,2494,730000
2015,2,1,105633.07,1,0,1,1,7,30.55,100.6,2494,1400000
2014,3,2,65243.955,1,1,1,1,5,51.04,98.96,1498,550000
2018,1,1,3417.5405,0,0,1,1,5,40.93,117.6,1497,1180000
2019,3,2,5903.0245,0,0,1,1,5,42.71,86.8,1196,530000
2011,10,3,52769.932175,1,0,0,1,5,37.8,181.0,1995,1500000
2012,2,1,155342.75,1,0,1,1,7,30.55,100.0,2494,730000
2015,2,1,105633.07,1,0,1,1,7,30.55,100.6,2494,1400000
2014,3,2,65243.955,1,1,1,1,5,51.04,98.96,1498,550000
2018,1,1,3417.5405,0,0,1,1,5,40.93,117.6,1497,1180000
2019,3,2,5903.0245,0,0,1,1,5,42.71,86.8,1196,530000
2008,1,1,55923.39,0,0,1,2,5,41.63,78.0,1497,240000
2011,3,2,49709.68,0,0,1,2,5,39.05,68.0,1388,240000
2016,3,2,52816.535,1,1,1,1,5,57.39,98.96,1499,650000
2011,3,2,105633.07,1,0,1,2,5,47.04,68.0,1399,200000
2012,3,2,67108.068,1,0,1,2,5,41.87,67.0,1399,270000
2014,4,2,18641.13,0,0,1,1,5,43.75,76.8,1199,240000
2014,4,2,121167.345,1,0,1,1,7,42.81,73.8,1248,275000
2007,4,2,37282.26,0,0,1,3,5,34.58,76.0,1150,100000
2017,1,1,23084.554021,1,1,1,1,5,64.21,98.6,1498,525000
2015,1,1,24233.469,0,1,1,1,5,40.93,117.3,1497,649000
2010,9,3,27651.0095,0,1,1,1,5,38.74,74.0,1198,210000
2016,1,1,9320.565,0,1,1,1,5,43.99,88.7,1199,526000
2016,3,2,24233.469,0,1,1,1,5,37.4,120.69,1496,599000
2015,1,1,36139.558731,0,1,1,1,5,41.87,117.3,1497,500000
2012,1,1,31174.804441,0,1,0,1,5,26.11,158.8,2354,750000
2011,1,1,24854.84,0,1,1,1,5,40.93,117.6,1497,325000
2016,1,1,34275.445731,0,1,1,1,5,41.87,117.3,1497,575000
2012,1,1,18641.13,0,1,1,1,5,43.51,86.8,1198,245000
2016,1,1,34175.405,0,1,1,1,5,41.87,117.3,1497,625000
2013,1,1,31068.55,0,1,0,1,5,27.52,177.6,2354,580000
2017,8,3,4970.968,0,1,0,1,5,39.05,177.5,1798,1689999
2015,1,1,5964.540229,0,1,1,1,5,41.87,117.3,1497,575000
2016,1,1,10035.763021,0,1,1,1,5,41.87,117.3,1497,750000
2015,1,1,17498.428731,0,1,1,1,5,41.87,117.3,1497,600000
2010,4,2,37282.26,0,0,1,2,5,42.34,62.0,995,114999
2010,4,2,37282.26,0,0,1,2,5,42.34,62.0,995,140000
2015,1,1,37282.26,1,0,1,1,5,60.69,98.6,1498,409999
2010,2,1,124274.2,1,0,1,2,7,30.11,102.0,2494,425000
2014,11,1,50952.422,1,0,1,2,5,48.1,83.8,1461,450000
2009,2,1,155342.75,1,0,1,1,7,30.11,102.0,2494,550000
2011,4,2,62137.1,0,0,1,2,5,42.34,62.0,995,114999
2005,1,1,62137.1,0,0,0,2,5,28.23,100.0,1493,110000
2007,3,2,68350.81,1,0,1,3,5,41.87,68.0,1399,125000
2008,4,2,62137.1,1,0,1,2,7,27.05,147.9,1991,300000
2011,4,2,24854.84,1,0,1,1,5,43.04,147.9,1991,300000
2013,11,1,105633.07,1,0,1,1,5,48.1,83.8,1461,509999
2010,14,3,24854.84,0,0,1,2,5,37.63,90.0,1368,125000
2012,3,2,120545.974,1,0,1,1,5,47.04,68.0,1399,260000
2018,3,2,40389.115,1,0,1,1,5,54.1,98.96,1498,880000
2012,14,3,43495.97,1,0,1,1,5,47.75,75.0,1248,450000
2006,1,1,43495.97,0,0,1,2,5,39.75,100.0,1497,160000
2004,1,1,74564.52,0,0,1,2,5,30.58,90.0,1343,135000
2018,3,2,14912.904,1,0,1,1,5,57.39,98.63,1498,750000
2014,2,1,31068.55,1,0,1,1,5,55.49,67.06,1364,425000
2018,3,2,14912.904,1,0,1,1,5,57.39,98.63,1498,746000
2010,2,1,80156.859,1,0,1,1,8,30.11,102.0,2494,425000
